date,temperature,humidity,irradiance,potential,wind_speed
19510508,23.637,95.967,570.83,2.9241,1.0304
19510509,24.136,95.437,654.17,3.351,0.59317
19510510,25.038,93.488,783.33,4.0126,0.91794
19510511,23.757,95.586,533.33,2.732,2.0874
19510512,24.058,94.6,679.17,3.4791,1.8534
19510513,24.177,94.914,675.0,3.4577,1.3714
19510514,23.663,95.409,691.67,3.5431,1.3643
19510515,22.905,96.342,516.67,2.6466,1.5066
19510516,23.506,94.662,600.0,3.0735,1.2105
19510517,23.116,96.527,541.67,2.7747,1.5351
19510518,22.943,96.827,537.5,2.7534,1.0236
19510519,23.079,95.953,620.83,3.1802,0.78001
19510520,22.777,96.385,529.17,2.7107,1.6851
19510521,23.062,94.956,708.33,3.6285,1.6439
19510522,23.531,94.774,729.17,3.7352,1.1455
19510523,23.104,95.268,608.33,3.1162,1.2236
19510524,23.736,94.107,695.83,3.5644,0.85767
19510525,23.858,95.256,616.67,3.1589,1.3066
19510526,23.405,95.78,550.0,2.8174,1.8996
19510527,23.934,94.453,712.5,3.6498,1.7942
19510528,24.262,93.201,683.33,3.5004,1.0921
19510529,23.992,94.317,700.0,3.5858,1.8679
19510530,23.935,94.056,645.83,3.3083,2.1036
19510531,23.666,94.545,620.83,3.1802,2.0837
19510601,23.814,93.979,645.83,3.3083,2.3408
19510602,23.157,94.944,462.5,2.3692,2.1579
19510603,23.086,95.182,612.5,3.1375,2.3077
19510604,22.769,95.325,608.33,3.1162,2.1268
19510605,23.13,94.189,712.5,3.6498,2.0357
19510606,22.539,95.721,566.67,2.9028,2.1687
19510607,22.504,95.486,595.83,3.0522,2.2041
19510608,22.76,95.41,575.0,2.9455,2.178
19510609,22.014,96.655,454.17,2.3265,2.0588
19510610,22.25,96.214,504.17,2.5826,1.7935
